Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,Active_Crop_Cycle
2020-02-24,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.63,13.21,44.1,20.29,4,0.654,-0.474,50,Potato,0.0,0.0,Rabi_Potato_Boro
2020-02-25,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.32,13.68,39.6,21.26,5,0.495,-0.485,51,Potato,0.0,0.0,Rabi_Potato_Boro
2020-02-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.17,11.52,46.0,21.61,4,1.814,-0.61,52,Potato,0.0,0.0,Rabi_Potato_Boro
2020-02-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.91,13.5,48.2,21.99,7,1.602,-0.514,53,Potato,0.0,0.0,Rabi_Potato_Boro
2020-02-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.62,13.8,46.9,21.96,3,0.391,-0.52,54,Potato,0.0,0.0,Rabi_Potato_Boro
2020-02-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.55,14.62,49.3,23.1,8,2.17,-0.548,55,Potato,0.0,0.0,Rabi_Potato_Boro
2020-03-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.68,14.61,46.3,22.52,2,0.803,-0.604,56,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.1,11.66,43.6,22.53,2,1.225,-0.615,57,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.28,15.02,46.1,20.28,4,0.778,-0.64,58,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.22,13.11,45.2,20.86,3,2.153,-0.587,59,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-05,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.05,14.96,49.5,21.48,2,0.992,-0.502,60,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-06,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.03,15.37,49.1,22.63,7,1.6,-0.472,61,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-07,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.61,14.28,49.0,21.43,8,2.095,-0.581,62,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-08,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.77,15.58,40.9,20.31,5,0.747,-0.444,63,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-09,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.07,13.49,46.4,20.9,1,0.803,-0.49,64,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-10,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.41,13.91,42.8,21.83,1,0.599,-0.452,65,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-11,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.52,14.49,50.8,22.7,5,0.506,-0.534,66,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-12,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.96,14.76,41.9,20.56,1,0.311,-0.563,67,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-13,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.62,16.8,42.8,22.16,7,2.125,-0.544,68,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-14,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.92,17.08,46.2,20.98,8,1.606,-0.442,69,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-15,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.08,14.89,42.8,20.09,7,1.942,-0.476,70,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-16,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.01,16.86,51.9,24.52,2,0.863,-0.468,71,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-17,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.57,13.73,46.2,23.96,5,0.417,-0.581,72,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-18,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.64,16.18,47.6,22.23,4,1.337,-0.532,73,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-19,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.76,15.39,40.9,21.83,4,1.573,-0.512,74,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-20,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.46,14.57,42.6,21.75,3,0.453,-0.563,75,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-21,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.63,17.75,45.2,22.36,8,0.881,-0.489,76,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-22,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.47,17.93,50.6,21.5,2,0.421,-0.526,77,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-23,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.04,17.48,45.1,22.57,1,0.368,-0.605,78,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-24,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.88,17.82,48.8,21.41,6,0.363,-0.499,79,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-25,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.73,16.21,44.3,21.48,5,0.823,-0.542,80,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.88,17.35,46.1,22.38,5,0.425,-0.487,81,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.55,19.82,47.4,20.41,4,0.625,-0.608,82,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.66,19.32,47.3,20.24,7,1.519,-0.505,83,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.93,15.53,45.8,21.59,2,0.619,-0.437,84,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-30,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.41,18.43,52.7,21.18,4,1.392,-0.532,85,Jute,0.0,0.0,PreMonsoon_Fallow
2020-03-31,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.03,18.69,47.7,20.51,2,0.401,-0.485,86,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.25,17.95,46.7,21.66,5,0.441,-0.44,87,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.89,18.81,47.1,21.11,5,1.225,-0.491,88,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.03,18.65,47.0,20.76,7,0.438,-0.486,89,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.87,21.14,51.0,24.01,1,1.19,-0.627,90,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-05,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.6,20.2,42.6,23.04,2,2.14,-0.511,91,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-06,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.94,17.97,45.3,19.19,5,0.725,-0.552,92,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-07,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.25,18.73,54.7,20.05,6,0.46,-0.561,93,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-08,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.54,20.01,46.8,21.24,8,1.758,-0.513,94,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-09,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.27,18.12,49.3,20.7,5,2.066,-0.529,95,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-10,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.63,19.41,50.0,20.38,2,0.617,-0.519,96,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-11,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.23,19.65,40.6,22.35,6,1.812,-0.466,97,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-12,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.49,20.88,50.8,20.52,1,1.961,-0.498,98,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-13,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.06,19.23,45.9,19.67,8,0.679,-0.592,99,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-14,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.15,18.93,47.5,22.13,7,1.485,-0.51,100,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-15,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.78,18.28,50.4,21.52,2,0.533,-0.51,101,Jute,0.0,0.0,PreMonsoon_Fallow
2020-04-16,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,40.94,26.94,20.82,66.6,11.85,3,0.328,-0.409,0,Jute,40.94,40.94,PreMonsoon_Fallow
2020-04-17,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.48,20.53,51.7,23.1,8,1.536,-0.527,1,Jute,40.94,40.94,PreMonsoon_Fallow
2020-04-18,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.35,19.75,52.3,21.51,4,1.293,-0.525,2,Jute,40.94,40.94,PreMonsoon_Fallow
2020-04-19,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.52,21.46,50.5,19.93,8,0.741,-0.449,3,Jute,40.94,40.94,PreMonsoon_Fallow
2020-04-20,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.66,19.64,56.8,21.29,6,1.996,-0.548,4,Jute,40.94,40.94,PreMonsoon_Fallow
2020-04-21,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.33,20.61,48.1,20.04,4,0.823,-0.527,5,Jute,40.94,40.94,PreMonsoon_Fallow
2020-04-22,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.65,21.66,53.3,20.62,3,1.47,-0.462,6,Jute,40.94,40.94,PreMonsoon_Fallow
2020-04-23,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.82,20.56,51.2,21.04,2,1.25,-0.484,7,Jute,0.0,40.94,PreMonsoon_Fallow
2020-04-24,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.32,21.39,57.7,21.6,5,0.935,-0.523,8,Jute,0.0,40.94,PreMonsoon_Fallow
2020-04-25,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.18,20.76,47.3,21.62,1,1.508,-0.628,9,Jute,0.0,40.94,PreMonsoon_Fallow
2020-04-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.09,21.59,50.7,20.22,4,0.393,-0.556,10,Jute,0.0,40.94,PreMonsoon_Fallow
2020-04-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.95,24.61,51.0,20.18,4,1.478,-0.469,11,Jute,0.0,40.94,PreMonsoon_Fallow
2020-04-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.23,21.08,50.4,20.96,6,1.313,-0.554,12,Jute,0.0,40.94,PreMonsoon_Fallow
2020-04-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,6.46,32.03,22.13,50.0,16.78,3,1.784,-0.522,0,Jute,6.46,47.4,PreMonsoon_Fallow
2020-04-30,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.7,33.88,21.47,54.6,20.42,8,1.177,-0.546,1,Jute,7.16,48.1,PreMonsoon_Fallow
2020-05-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.43,23.42,52.8,19.29,4,1.945,-0.527,2,Jute,7.16,48.1,PreMonsoon_Fallow
2020-05-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.91,22.61,52.6,20.55,8,1.87,-0.562,3,Jute,7.16,48.1,PreMonsoon_Fallow
2020-05-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.17,23.3,52.7,20.68,8,1.244,-0.556,4,Jute,7.16,48.1,PreMonsoon_Fallow
2020-05-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,23.24,31.0,22.36,59.9,11.0,2,1.815,-0.53,0,Jute,30.4,71.34,PreMonsoon_Fallow
2020-05-05,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.68,23.25,54.1,20.41,8,1.79,-0.587,1,Jute,30.4,71.34,PreMonsoon_Fallow
2020-05-06,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.12,22.23,54.3,17.6,6,1.397,-0.597,2,Jute,23.94,71.34,PreMonsoon_Fallow
2020-05-07,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.85,21.17,58.0,19.06,7,0.68,-0.618,3,Jute,23.24,71.34,PreMonsoon_Fallow
2020-05-08,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.74,22.81,52.4,17.67,1,0.82,-0.626,4,Jute,23.24,71.34,PreMonsoon_Fallow
2020-05-09,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.75,23.9,60.0,19.17,5,1.053,-0.56,5,Jute,23.24,71.34,PreMonsoon_Fallow
2020-05-10,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,37.13,24.21,51.3,18.97,2,0.813,-0.573,6,Jute,23.24,71.34,PreMonsoon_Fallow
2020-05-11,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,30.98,31.12,22.75,69.6,8.82,4,1.155,-0.586,0,Jute,30.98,102.32,PreMonsoon_Fallow
2020-05-12,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,3.35,33.88,23.55,59.9,19.22,7,0.66,-0.534,0,Jute,34.33,105.67,PreMonsoon_Fallow
