Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,zone_id,Drought_Stress_Index,Waterlogging_Risk_Index,dtr_c,vpd_kpa,day_of_year,doy_sin,doy_cos,mjo_phase_sin,mjo_phase_cos,rolling_rain_3d_mm,rolling_rain_15d_mm,target_onset_window_14d,target_false_onset_flag,target_dry_spell_5d_14d,target_dry_spell_7d_21d,target_heavy_rain_7d,target_revival_7d,iod_dmi,iod_positive_flag,iod_negative_flag,iod_dmi_lag7,iod_dmi_lag14,u850_regional,v850_regional,wind850_speed,mslp_regional,regional_slp_gradient,u850_lag7,mslp_lag7,u850_rolling_7d,mslp_rolling_7d
2020-01-11,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.71,9.81,46.8,22.2,6,0.468,-0.821,8,Pineapple,0.0,36.6,terai_teesta,0.0,0.034,13.9,1.0153,11,0.1881,0.98215,-1.0,-0.0,0.0,36.6,0,0,0,0,0,1,0.59,1,0,0.6,0.75,1.5889,-1.7639,2.374,1017.31,0.67,-0.7639,1017.18,1.6591,1016.21
2020-01-12,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.23,8.53,43.1,22.25,4,0.635,-0.872,9,Pineapple,0.0,36.6,terai_teesta,0.0,0.015,15.7,1.06,12,0.20497,0.97877,0.0,-1.0,0.0,36.6,0,0,0,0,0,1,0.59,1,0,0.6,0.75,0.0778,-2.5361,2.5373,1017.78,0.92,1.2333,1014.8,1.494,1016.64
2020-01-13,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.76,10.38,45.5,20.99,1,1.337,-0.749,10,Pineapple,0.0,36.6,terai_teesta,0.0,0.027,13.38,1.0607,13,0.22177,0.9751,0.70711,0.70711,0.0,36.6,0,0,0,0,0,1,0.59,1,0,0.6,0.75,0.4722,-2.7444,2.7848,1015.31,1.27,2.6611,1015.8,1.1813,1016.57
2020-01-14,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.09,11.44,55.1,21.25,4,1.18,-0.797,11,Pineapple,0.0,36.6,terai_teesta,0.0,0.076,11.65,0.8847,14,0.23851,0.97114,0.0,-1.0,0.0,36.6,0,0,0,0,0,1,0.59,1,0,0.6,0.75,1.5694,-3.1833,3.5492,1013.13,0.41,0.6333,1018.89,1.3151,1015.74
2020-01-15,Terai_Teesta_Zone,Alipurduar,26.49,89.53,18.19,20.86,10.12,50.0,13.86,4,1.758,-0.796,0,Tea,18.19,54.79,terai_teesta,0.0,0.123,10.74,0.8799,15,0.25518,0.96689,0.0,-1.0,18.19,54.79,0,0,0,0,0,0,0.67,1,0,0.59,0.6,1.9333,-2.7083,3.3276,1014.07,0.73,1.6139,1016.17,1.3607,1015.44
2020-01-16,Terai_Teesta_Zone,Alipurduar,26.49,89.53,18.24,21.98,10.12,51.8,15.17,4,1.642,-0.747,0,Tea,36.43,73.03,terai_teesta,0.0,0.205,11.86,0.8792,16,0.27178,0.96236,0.0,-1.0,36.43,73.03,0,0,0,0,0,0,0.67,1,0,0.59,0.6,2.2583,-2.4611,3.3402,1015.2,0.44,1.2361,1015.1,1.5067,1015.46
2020-01-17,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,25.02,10.97,42.6,23.42,4,0.334,-0.752,1,Pineapple,36.43,73.03,terai_teesta,0.0,0.159,14.05,1.1843,17,0.28829,0.95754,0.0,-1.0,36.43,73.03,0,0,0,0,0,0,0.67,1,0,0.59,0.6,0.3583,-0.8167,0.8918,1014.81,0.38,2.6472,1015.4,1.1797,1015.37
2020-01-18,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.14,12.01,45.9,21.39,4,0.885,-0.772,2,Pineapple,36.43,73.03,terai_teesta,0.0,0.175,12.13,1.1219,18,0.30472,0.95244,0.0,-1.0,18.24,36.43,0,0,0,0,0,0,0.67,1,0,0.59,0.6,0.6611,1.3778,1.5282,1015.64,0.68,1.5889,1017.31,1.0472,1015.13
2020-01-19,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,20.29,11.38,41.4,22.97,5,2.09,-0.79,3,Pineapple,36.43,73.03,terai_teesta,0.0,0.153,8.909999999999998,1.0543,19,0.32106,0.94706,-0.70711,-0.70711,0.0,36.43,0,0,0,0,0,0,0.67,1,0,0.59,0.6,2.6611,0.0833,2.6624,1015.38,-0.15,0.0778,1017.78,1.4162,1014.79
2020-01-20,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,21.64,13.57,38.5,21.66,4,1.155,-0.766,4,Pineapple,36.43,73.03,terai_teesta,0.0,0.138,8.07,1.2381,20,0.3373,0.9414,0.0,-1.0,0.0,36.43,0,0,0,0,0,0,0.67,1,0,0.59,0.6,2.9194,0.5333,2.9678,1015.76,-0.31,0.4722,1015.31,1.7658,1014.86
2020-01-21,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,20.17,11.09,45.7,21.39,7,0.399,-0.703,5,Pineapple,36.43,73.03,terai_teesta,0.0,0.174,9.080000000000002,0.9642,21,0.35344,0.93546,-0.70711,0.70711,0.0,36.43,0,0,0,0,0,0,0.67,1,0,0.59,0.6,3.7306,-1.0333,3.871,1017.39,0.61,1.5694,1013.13,2.0746,1015.46
2020-01-22,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,20.23,10.39,49.6,20.11,2,0.421,-0.736,6,Pineapple,18.24,73.03,terai_teesta,0.0,0.121,9.84,0.8768,22,0.36948,0.92924,1.0,0.0,0.0,36.43,0,0,0,0,0,0,0.47,1,0,0.67,0.59,4.8083,-1.55,5.052,1018.81,-0.25,1.9333,1014.07,2.4853,1016.14
2020-01-23,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,20.92,11.58,39.5,22.46,8,0.505,-0.81,7,Pineapple,0.0,73.03,terai_teesta,0.0,0.0,9.340000000000002,1.1177,23,0.38541,0.92274,-0.0,1.0,0.0,36.43,0,0,0,0,0,0,0.47,1,0,0.67,0.59,5.9944,-1.3389,6.1421,1017.6,-0.98,2.2583,1015.2,3.019,1016.48
2020-01-24,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,21.86,10.39,39.5,22.17,1,1.141,-0.804,8,Pineapple,0.0,73.03,terai_teesta,0.0,0.0,11.47,1.1088,24,0.40123,0.91598,0.70711,0.70711,0.0,36.43,0,0,0,0,0,0,0.47,1,0,0.67,0.59,7.9639,0.0,7.9639,1014.96,-3.34,0.3583,1014.81,4.1055,1016.51
2020-01-25,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,21.53,11.99,44.2,22.06,2,1.585,-0.711,9,Pineapple,0.0,73.03,terai_teesta,0.0,0.021,9.54,1.0649,25,0.41693,0.90894,1.0,0.0,0.0,36.43,0,0,0,0,0,0,0.47,1,0,0.67,0.59,2.3944,-1.4,2.7737,1016.25,-0.46,0.6611,1015.64,4.3532,1016.59
2020-01-26,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.44,12.01,46.1,22.17,4,1.204,-0.707,10,Pineapple,0.0,73.03,terai_teesta,0.0,0.03,10.43,1.0594,26,0.4325,0.90163,0.0,-1.0,0.0,36.43,0,0,0,0,0,0,0.47,1,0,0.67,0.59,2.475,-0.1361,2.4787,1015.34,0.33,2.6611,1015.38,4.3266,1016.59
2020-01-27,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.37,12.14,49.2,21.69,4,1.044,-0.695,11,Pineapple,0.0,73.03,terai_teesta,0.0,0.046,10.23,1.0004,27,0.44794,0.89406,0.0,-1.0,0.0,36.43,0,0,0,0,0,0,0.47,1,0,0.67,0.59,4.1583,-1.1528,4.3152,1013.24,-0.88,2.9194,1015.76,4.5036,1016.23
2020-01-28,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,18.68,11.31,42.5,20.15,5,1.366,-0.68,12,Pineapple,0.0,73.03,terai_teesta,0.0,0.012,7.369999999999999,0.9802,28,0.46326,0.88622,-0.70711,-0.70711,0.0,36.43,0,0,0,0,0,0,0.47,1,0,0.67,0.59,5.325,-2.0611,5.71,1012.74,-2.59,3.7306,1017.39,4.7313,1015.56
2020-01-29,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,18.98,10.24,43.7,21.55,6,1.211,-0.684,13,Pineapple,0.0,73.03,terai_teesta,0.0,0.019,8.74,0.9362,29,0.47843,0.87812,-1.0,-0.0,0.0,36.43,0,0,0,0,0,0,0.09,0,0,0.47,0.67,3.3833,-0.4,3.4069,1013.41,-0.55,4.8083,1018.81,4.5278,1014.79
2020-01-30,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.49,10.49,45.7,23.44,5,2.199,-0.698,14,Pineapple,0.0,73.03,terai_teesta,0.0,0.028,11.999999999999998,1.0186,30,0.49347,0.86976,-0.70711,-0.70711,0.0,18.24,0,0,0,0,0,0,0.09,0,0,0.47,0.67,4.2389,0.5806,4.2785,1014.88,0.98,5.9944,1017.6,4.277,1014.4
2020-01-31,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.89,13.62,46.2,21.52,8,2.065,-0.73,15,Pineapple,0.0,73.03,terai_teesta,0.0,0.031,9.27,1.1283,31,0.50836,0.86115,-0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.09,0,0,0.47,0.67,4.6639,0.2722,4.6718,1013.97,-0.62,7.9639,1014.96,3.8055,1014.26
2020-02-01,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,21.57,11.63,48.2,21.95,8,2.125,-0.602,16,Pineapple,0.0,73.03,terai_teesta,0.0,0.041,9.94,0.9785,32,0.52309,0.85227,-0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.09,0,0,0.47,0.67,3.3472,0.5556,3.393,1014.83,-2.16,2.3944,1016.25,3.9417,1014.06
2020-02-02,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.8,9.28,45.4,23.88,2,0.715,-0.705,17,Pineapple,0.0,36.43,terai_teesta,0.0,0.027,14.52,1.0275,33,0.53768,0.84315,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.09,0,0,0.47,0.67,3.2583,0.8917,3.3781,1015.96,-1.25,2.475,1015.34,4.0536,1014.15
2020-02-03,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,20.53,9.36,48.8,22.03,5,1.489,-0.708,18,Pineapple,0.0,36.43,terai_teesta,0.0,0.044,11.170000000000002,0.87,34,0.5521,0.83378,-0.70711,-0.70711,0.0,0.0,0,0,0,0,0,0,0.09,0,0,0.47,0.67,3.6222,-1.0389,3.7683,1018.2,-1.32,4.1583,1013.24,3.977,1014.86
2020-02-04,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,21.94,10.29,46.1,23.15,2,0.695,-0.714,19,Pineapple,0.0,36.43,terai_teesta,0.0,0.03,11.650000000000002,0.9872,35,0.56636,0.82416,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.09,0,0,0.47,0.67,2.0028,-1.0083,2.2423,1017.7,-0.92,5.325,1012.74,3.5024,1015.56
2020-02-05,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.6,11.07,38.1,22.54,2,0.71,-0.72,20,Pineapple,0.0,36.43,terai_teesta,0.0,0.0,13.53,1.2644,36,0.58045,0.81429,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.12,0,0,0.09,0.47,2.225,-0.7056,2.3342,1016.02,-0.49,3.3833,1013.41,3.3369,1015.94
2020-02-06,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.57,12.74,47.5,20.89,6,1.875,-0.63,21,Pineapple,0.0,36.43,terai_teesta,0.0,0.037,9.83,1.0603,37,0.59438,0.80419,-1.0,-0.0,0.0,0.0,0,0,0,0,0,0,0.12,0,0,0.09,0.47,4.8611,0.175,4.8643,1014.05,-2.11,4.2389,1014.88,3.4258,1015.82
2020-02-07,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.29,10.16,40.8,21.16,5,1.391,-0.671,22,Pineapple,0.0,36.43,terai_teesta,0.0,0.004,14.13,1.1636,38,0.60812,0.79384,-0.70711,-0.70711,0.0,0.0,0,0,0,0,0,0,0.12,0,0,0.09,0.47,2.5667,-0.7417,2.6717,1015.75,-0.56,4.6639,1013.97,3.1262,1016.07
2020-02-08,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,21.13,11.1,46.4,20.45,6,0.954,-0.734,23,Pineapple,0.0,36.43,terai_teesta,0.0,0.032,10.03,0.9818,39,0.62169,0.78327,-1.0,-0.0,0.0,0.0,0,0,0,0,0,0,0.12,0,0,0.09,0.47,1.65,0.1333,1.6554,1017.19,-0.28,3.3472,1014.83,2.8837,1016.41
2020-02-09,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,21.59,10.05,39.5,22.62,6,0.573,-0.7,24,Pineapple,0.0,36.43,terai_teesta,0.0,0.0,11.54,1.0874,40,0.63507,0.77246,-1.0,-0.0,0.0,0.0,0,0,0,0,0,0,0.12,0,0,0.09,0.47,-0.2889,0.7583,0.8115,1018.93,0.6,3.2583,1015.96,2.377,1016.83
2020-02-10,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.63,11.13,45.2,20.58,5,1.086,-0.585,25,Pineapple,0.0,36.43,terai_teesta,0.0,0.026,13.499999999999998,1.1225,41,0.64826,0.76142,-0.70711,-0.70711,0.0,0.0,0,0,0,0,0,0,0.12,0,0,0.09,0.47,0.475,-1.1944,1.2854,1019.01,0.42,3.6222,1018.2,1.9274,1016.95
2020-02-11,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.69,11.09,34.7,22.01,8,1.561,-0.576,26,Pineapple,0.0,36.43,terai_teesta,0.0,0.0,13.6,1.3384,42,0.66126,0.75015,-0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.12,0,0,0.09,0.47,1.9972,-0.6917,2.1136,1017.66,-1.0,2.0028,1017.7,1.9266,1016.94
2020-02-12,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.94,11.04,44.2,23.0,4,1.648,-0.569,27,Pineapple,0.0,36.43,terai_teesta,0.0,0.021,12.900000000000002,1.1153,43,0.67407,0.73867,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0.36,0,0,0.12,0.09,2.075,-0.4167,2.1164,1017.86,-0.7,2.225,1016.02,1.9052,1017.21
2020-02-13,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.22,12.27,39.2,21.46,3,1.298,-0.524,28,Pineapple,0.0,36.43,terai_teesta,0.0,0.0,9.95,1.1965,44,0.68668,0.72696,0.70711,-0.70711,0.0,0.0,0,0,0,0,0,0,0.36,0,0,0.12,0.09,3.2083,-1.8556,3.7063,1016.7,-0.75,4.8611,1014.05,1.669,1017.59
2020-02-14,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,20.46,9.78,46.0,22.91,3,1.183,-0.652,29,Pineapple,0.0,18.24,terai_teesta,0.0,0.03,10.68,0.928,45,0.69908,0.71504,0.70711,-0.70711,0.0,0.0,0,0,0,0,0,0,0.36,0,0,0.12,0.09,5.2917,-2.9389,6.053,1013.37,-0.63,2.5667,1015.75,2.0583,1017.25
2020-02-15,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.19,10.13,51.1,22.35,7,1.062,-0.631,30,Pineapple,0.0,0.0,terai_teesta,0.0,0.055,13.06,0.9273,46,0.71128,0.70291,-0.70711,0.70711,0.0,0.0,0,0,0,0,0,0,0.36,0,0,0.12,0.09,7.1667,-2.675,7.6496,1010.07,-1.11,1.65,1017.19,2.8464,1016.23
2020-02-16,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,25.07,11.96,48.1,21.32,4,0.762,-0.589,31,Pineapple,0.0,0.0,terai_teesta,0.0,0.041,13.11,1.1064,47,0.72326,0.69057,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0.36,0,0,0.12,0.09,4.6806,-1.625,4.9546,1013.31,0.68,-0.2889,1018.93,3.5564,1015.43
2020-02-17,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.96,12.41,44.3,21.82,6,1.158,-0.568,32,Pineapple,0.0,0.0,terai_teesta,0.0,0.021,12.55,1.2001,48,0.73503,0.67803,-1.0,-0.0,0.0,0.0,0,0,0,0,0,0,0.36,0,0,0.12,0.09,2.3639,-0.925,2.5384,1015.87,1.53,0.475,1019.01,3.8262,1014.98
2020-02-18,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.96,11.52,45.0,22.95,2,1.81,-0.615,33,Pineapple,0.0,0.0,terai_teesta,0.0,0.025,11.44,1.082,49,0.74659,0.66529,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.36,0,0,0.12,0.09,3.1833,-1.0611,3.3555,1015.61,0.48,1.9972,1017.66,3.9956,1014.68
2020-02-19,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.12,12.08,43.1,20.92,8,2.183,-0.639,34,Pineapple,0.0,0.0,terai_teesta,0.0,0.015,10.04,1.1095,50,0.75792,0.65235,-0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.38,0,0,0.36,0.12,3.0417,-1.0111,3.2053,1014.95,0.57,2.075,1017.86,4.1337,1014.27
2020-02-20,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.51,13.61,43.1,20.05,4,0.871,-0.652,35,Pineapple,0.0,0.0,terai_teesta,0.0,0.015,9.900000000000002,1.2164,51,0.76903,0.63921,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0.38,0,0,0.36,0.12,1.2056,0.3444,1.2538,1016.02,1.35,3.2083,1016.7,3.8476,1014.17
2020-02-21,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,25.21,11.85,43.6,22.01,8,2.186,-0.594,36,Pineapple,0.0,0.0,terai_teesta,0.0,0.018,13.36,1.2034,52,0.77991,0.62589,-0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.38,0,0,0.36,0.12,0.5167,0.2472,0.5728,1016.52,1.82,5.2917,1013.37,3.1655,1014.62
2020-02-22,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.32,14.04,47.8,21.91,1,1.341,-0.546,37,Pineapple,0.0,0.0,terai_teesta,0.0,0.039,10.28,1.1599,53,0.79056,0.61238,0.70711,0.70711,0.0,0.0,0,0,0,0,0,0,0.38,0,0,0.36,0.12,-1.0944,-0.4806,1.1953,1019.08,3.08,7.1667,1010.07,1.9853,1015.91
2020-02-23,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.09,11.34,40.4,23.14,2,0.684,-0.548,38,Pineapple,0.0,0.0,terai_teesta,0.0,0.002,12.75,1.2082,54,0.80098,0.59869,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.38,0,0,0.36,0.12,-0.6694,-1.0528,1.2476,1019.2,3.54,4.6806,1013.31,1.2211,1016.75
2020-02-24,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.48,11.55,51.1,22.38,4,0.654,-0.474,39,Pineapple,0.0,0.0,terai_teesta,0.0,0.055,10.93,0.9484,55,0.81116,0.58482,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0.38,0,0,0.36,0.12,0.1889,0.2,0.2751,1016.93,3.47,2.3639,1015.87,0.9103,1016.9
2020-02-25,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,25.72,11.8,46.1,22.66,5,0.495,-0.485,40,Pineapple,0.0,0.0,terai_teesta,0.0,0.03,13.919999999999998,1.1667,56,0.8211,0.57078,-0.70711,-0.70711,0.0,0.0,0,0,0,0,0,0,0.38,0,0,0.36,0.12,1.1361,1.5444,1.9173,1014.33,2.11,3.1833,1015.61,0.6179,1016.72
2020-02-26,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,25.19,11.8,46.2,20.97,4,1.814,-0.61,41,Pineapple,0.0,0.0,terai_teesta,0.0,0.031,13.39,1.1454,57,0.8308,0.55658,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0.17,0,0,0.38,0.36,0.0778,2.3889,2.3902,1013.81,2.24,3.0417,1014.95,0.1945,1016.56
2020-02-27,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,22.31,11.66,44.7,22.16,7,1.602,-0.514,42,Pineapple,0.0,0.0,terai_teesta,0.0,0.023,10.65,1.0705,58,0.84025,0.5422,-0.70711,0.70711,0.0,0.0,0,0,0,0,0,0,0.17,0,0,0.38,0.36,1.2528,0.1556,1.2624,1014.84,2.12,1.2056,1016.02,0.2012,1016.39
2020-02-28,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,24.64,12.45,44.3,22.29,3,0.391,-0.52,43,Pineapple,0.0,0.0,terai_teesta,0.0,0.021,12.19,1.1896,59,0.84945,0.52767,0.70711,-0.70711,0.0,0.0,0,0,0,0,0,0,0.17,0,0,0.38,0.36,-0.4333,-2.1833,2.2259,1015.37,2.7,0.5167,1016.52,0.0655,1016.22
2020-02-29,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.49,13.28,44.6,22.57,8,2.17,-0.548,44,Pineapple,0.0,0.0,terai_teesta,0.0,0.023,10.21,1.1714,60,0.8584,0.51298,-0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.17,0,0,0.38,0.36,-0.75,-1.625,1.7897,1014.81,3.26,-1.0944,1019.08,0.1147,1015.61
2020-03-01,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,26.37,14.81,42.0,22.0,2,0.803,-0.604,45,Pineapple,0.0,0.0,terai_teesta,0.0,0.01,11.56,1.4065,61,0.8671,0.49814,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.17,0,0,0.38,0.36,0.4639,-1.6028,1.6686,1012.99,2.58,-0.6694,1019.2,0.2766,1014.73
2020-03-02,Terai_Teesta_Zone,Alipurduar,26.49,89.53,0.0,23.87,12.07,48.4,22.04,2,1.225,-0.615,46,Pineapple,0.0,0.0,terai_teesta,0.0,0.042,11.8,1.063,62,0.87554,0.48315,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.17,0,0,0.38,0.36,1.4556,-1.0833,1.8145,1012.88,2.18,0.1889,1016.93,0.4576,1014.15
